id	contentType	sourceRef	partNo	chapterNo	sectionNo	topicNo	parenNo	bracketNo	itemNo	title	answer	level	examYears	requiredKeywords	optionalKeywords	tags	isActive	checkStatus
p03-c01-059	STANDARD	감사기준서 330-A42	3	1	6	2	1		1	평가된 중요왜곡표시위험과 관계없이 중요한 거래유형과 계정잔액 및 공시에 대해서 실증절차를 설계하고 수행해야 하는 이유	① 감사인의 위험평가에는 판단이 수반되므로 모든 중요왜곡표시위험이 식별되지 않을 수 있다.\n② 경영진의 통제무력화 등 내부통제시스템에 고유한계가 존재한다.	3		중요왜곡표시위험,중요한 거래유형,계정잔액,실증절차,공시	위험평가,판단,통제무력화,내부통제시스템의 고유한계	3편;1장;감사위험	TRUE	CONFIRMED
p03-c01-060	STANDARD		3	1	6	2	2		1	감사위험과 감사증거량간의 관계	목표감사위험은 감사인이 사전에 결정하는 위험이므로 상수이다. 달성감사위험은 감사증거량이 증가할수록 낮아지기 때문에 달성감사위험과 감사증거량은 역의 관계에 있다. 내부통제시스템의 한계로 인하여 통제위험이 0이 될 수 없고, 감사의 고유한계로 인하여 적발위험도 0이 될 수 없기 때문에 달성감사위험은 0이 될 수 없다.	3		감사위험,감사증거량,목표감사위험,달성감사위험,역의 관계	통제위험,적발위험,감사의 고유한계	3편;1장;감사위험	TRUE	CONFIRMED
p03-c02-001	STANDARD		3	2	1	1			1	감사인이 위험평가절차를 설계하고 수행하는 목적	감사인은 다음에 대한 적합한 근거를 제공하는 감사증거를 입수하기 위하여, 위험평가절차를 설계하고 수행하여야 한다.\n① 부정과 오류로 인한 재무제표 수준과 경영진주장 수준에서의 부정이나 오류로 인한 중요왜곡표시위험의 식별과 평가\n② 감사기준서 330(= 평가된 위험에 대한 감사인의 대응)에 따른 추가감사절차의 설계	3		위험평가절차,감사증거,중요왜곡표시위험,식별과 평가	추가감사절차의 설계	3편;2장;위험평가절차의 개요	TRUE	CONFIRMED
p03-c02-002	STANDARD		3	2	1	2			1	위험평가절차 수행시 포함되어야 하는 감사증거 입수방법	① 분석적절차(= 위험평가절차로서의 분석적절차)\n② 경영진, (가능하다면) 내부감사기능 내의 담당자를 포함한 기업 내부의 기타 적절한 관련자에 대한 질문\n③ 관찰과 검사	1		감사증거 입수방법,분석적절차,질문,관찰과 검사		3편;2장;위험평가절차의 개요	TRUE	CONFIRMED
p03-c02-003	STANDARD		3	2	1	3			1	위험평가절차의 주요 수행절차	(1) 업무팀의 토의: 해당 재무보고체계 적용과 재무제표의 중요왜곡표시 가능성 토의\n(2) 3가지 측면의 이해: 1) 기업과 기업환경 2) 해당 재무보고체계 3) 내부통제시스템\n(3) RMM의 식별과 평가: 1) 재무제표 수준 2) 경영진주장 수준 - ① 관련경영진주장 및 유의적인 항목 결정 ② 고유위험 평가 및 유의적 위험 존재 여부 결정 ③ 통제위험 평가 및 RMM의 결정\n(4) 위험평가절차 마무리: 1) 감사증거의 평가 2) if any, 위험평가의 수정 3) 문서화	4		업무팀 토의,3가지 측면의 이해,RMM 식별과 평가,위험평가절차 마무리		3편;2장;위험평가절차의 개요	TRUE	NEEDS_CHECK
p03-c02-004	STANDARD		3	2	2	1			1	위험평가절차 수행시 업무수행이사와 주요 업무팀원이 토의하여야 할 사항	① 해당 재무보고체계의 적용\n② 기업의 재무제표가 중요하게 왜곡표시될 가능성	3		업무수행이사,주요 업무팀원,재무보고체계의 적용,중요왜곡표시 가능성		3편;2장;위험평가절차와 관련활동;업무팀의 토의	TRUE	CONFIRMED
p03-c02-005	STANDARD		3	2	2	1			2	위험평가절차 수행시 업무팀 토의의 효익	① 업무수행이사 등 경험이 많은 업무팀원들이 기업에 대한 지식에 기초하여 가지고 있는 통찰을 서로 공유하는 기회를 제공함\n② 업무팀원들이 기업에 영향을 미치는 사업위험에 대한 정보, 고유위험요소가 거래유형, 계정잔액 및 공시의 왜곡표시가능성에 어떻게 영향을 주는지, 그리고 재무제표의 어느 부분이 부정과 오류에 의한 왜곡표시위험에 어떻게 취약한지에 대하여 정보를 교환할 수 있게 함\n③ 업무팀원들이 자신에게 배정된 특정 분야의 중요한 왜곡표시 가능성을 더 잘 이해하게 하고, 업무팀원들이 수행하는 감사절차의 결과가 추가감사절차의 성격, 시기 및 범위의 결정 등 감사절차의 다른 측면에 어떻게 영향을 미칠 수 있는지 이해하게 함\n④ 업무팀원들이 중요왜곡표시위험의 평가 또는 이러한 위험에 대처하기 위해 수행되는 감사절차에 영향을 미칠 수 있는 새로운 정보를 감사의 전 과정에 걸쳐 입수하는 경우, 이를 공유하고 커뮤니케이션할 수 있는 기초를 제공함	4		통찰 공유,사업위험,고유위험요소,특정 분야	새로운 정보,커뮤니케이션	3편;2장;위험평가절차와 관련활동;업무팀의 토의	TRUE	CONFIRMED
p03-c02-006	STANDARD		3	2	2	2	1		1	위험평가절차의 수행을 통하여 기업과 기업환경 및 해당 재무보고체계와 관련하여 이해할 사항	감사인은 다음을 이해하기 위하여 위험평가절차를 수행하여야 한다.\n1) 기업과 기업환경의 다음과 같은 측면: ① 기업의 조직구조, 소유 및 지배구조, 그리고 기업의 사업모델 ② 내·외부적으로 기업의 재무성과를 평가하는데 사용되는 측정 ③ 산업적 요인, 규제적 요인 및 기타 외부적 요인\n2) 해당 재무보고체계와 기업의 회계정책 및 변경 시 그 이유\n3) 1)과 2)에서 얻은 이해를 기초로 하였을 때, 해당 재무보고체계에 따른 재무제표의 작성에 있어 고유위험요소가 경영진주장의 왜곡표시 가능성에 어떻게 영향을 미치는지, 그리고 영향을 미치는 정도	3		기업과 기업환경,재무보고체계,회계정책,고유위험요소	경영진주장	3편;2장;위험평가절차와 관련활동;기업과 기업환경의 이해	TRUE	CONFIRMED
p03-c02-007	STANDARD		3	2	2	2	2		1	내부통제시스템의 5가지 구성요소	① 통제환경\n② 기업의 위험평가절차\n③ 내부통제시스템에 대한 기업의 모니터링 절차\n④ 정보시스템 및 커뮤니케이션\n⑤ 통제활동	1		통제환경,기업의 위험평가절차,모니터링 절차,정보시스템 및 커뮤니케이션,통제활동		3편;2장;위험평가절차와 관련활동;내부통제시스템의 이해	TRUE	CONFIRMED
p03-c02-008	STANDARD		3	2	2	3	1		1	감사인이 재무제표 수준에서 중요왜곡표시위험을 식별하는 이유	① 위험이 재무제표에 전반적인 영향을 주는지 결정함\n② 감사기준서 330(= 평가된 위험에 대한 감사인의 대응)에 따른 전반적인 대응을 요구하는지 결정함	3		재무제표 수준,중요왜곡표시위험,전반적인 영향,전반적인 대응		3편;2장;위험평가절차와 관련활동;중요왜곡표시위험의 식별과 평가	TRUE	CONFIRMED
p03-c02-009	STANDARD		3	2	2	3	1		2	재무제표 수준에서 식별된 중요왜곡표시위험을 평가할 때 수행절차	① 재무제표 수준의 위험이 경영진주장 수준의 위험 평가에 영향을 주는지 결정한다.\n② 재무제표에 미치는 전반적인 영향의 성격과 규모를 평가한다.	3		재무제표 수준 위험,경영진주장 수준 위험 평가,전반적인 영향,성격과 규모		3편;2장;위험평가절차와 관련활동;중요왜곡표시위험의 식별과 평가	TRUE	CONFIRMED
p03-c02-010	STANDARD		3	2	2	3	2	1	1	용어의 정의	관련경영진주장: 거래유형, 계정잔액 또는 공시에 대한 경영진주장 중에 중요왜곡표시위험이 식별된 경영진주장\n유의적인 거래유형, 계정잔액 및 공시: 하나 이상의 관련경영진주장이 있는 거래유형, 계정잔액 또는 공시	1		관련경영진주장,유의적인 거래유형,계정잔액 및 공시,중요왜곡표시위험		3편;2장;위험평가절차와 관련활동;경영진주장 수준의 중요왜곡표시위험	TRUE	NEEDS_CHECK
p03-c02-011	STANDARD		3	2	2	3	2	1	2	관련경영진주장과 유의적인 거래유형, 계정잔액 및 공시를 결정하는 이유	① 기업의 정보시스템에 대한 감사인의 이해 범위를 위한 근거를 제공한다.\n② 이러한 이해는 나아가 감사인이 중요왜곡표시위험을 식별하고 평가하는 데 도움을 준다.	3		관련경영진주장,유의적인 거래유형,계정잔액 및 공시,정보시스템	중요왜곡표시위험	3편;2장;위험평가절차와 관련활동;경영진주장 수준의 중요왜곡표시위험	TRUE	CONFIRMED
p03-c02-012	STANDARD		3	2	2	3	2	2	1	고유위험 평가시 왜곡표시의 발생가능성과 규모를 평가할 때 고려할 사항	① 고유위험요소가 관련경영진주장의 왜곡표시가능성에 영향을 미치는 방법과 그 정도\n② 재무제표 수준의 중요왜곡표시위험이, 경영진주장 수준의 중요왜곡표시위험의 고유위험 평가에 영향을 미치는 방법과 그 정도	3		고유위험 평가,고유위험요소,관련경영진주장,왜곡표시가능성	재무제표 수준 중요왜곡표시위험	3편;2장;위험평가절차와 관련활동;고유위험 평가	TRUE	CONFIRMED
p03-c02-013	STANDARD		3	2	2	3	2	2	2	고유위험요소 5가지	① 주관성\n② 변화\n③ 복잡성\n④ 불확실성\n⑤ 경영진 편의나 기타 부정위험요소로 인한 왜곡표시 가능성	2		주관성,변화,복잡성,불확실성,경영진 편의	부정위험요소	3편;2장;위험평가절차와 관련활동;고유위험요소	TRUE	CONFIRMED
p03-c02-014	STANDARD		3	2	2	3	2	2	3	유의적 위험의 정의	① 고유위험요소가 왜곡표시의 발생가능성과, 왜곡표시가 발생했을 때 그 규모의 결합에 영향을 미치는 정도로 인하여, 고유위험의 평가가 고유위험의 범위의 상단에 가까운 것으로 식별된 중요왜곡표시위험 또는,\n② 타 감사기준서의 요구사항에 따라 유의적 위험으로 다루는 위험	1		유의적 위험,고유위험요소,발생가능성,규모,고유위험의 범위의 상단	타 감사기준서	3편;2장;위험평가절차와 관련활동;유의적 위험	TRUE	CONFIRMED
p03-c02-015	STANDARD		3	2	2	4	3		1	위험평가절차와 관련하여 문서화할 사항	① 업무팀원 간의 토의내용 및 도달된 유의적 결정사항\n② 감사인의 이해의 주요 요소, 감사인이 이해를 얻은 정보의 원천, 그리고 수행한 위험평가절차\n③ 식별된 통제의 설계에 대한 평가와 그러한 통제가 실행되었는지의 여부에 대한 결정\n④ 식별되고 평가된 재무제표 수준과 경영진주장 수준의 중요왜곡표시위험	4		위험평가절차,토의내용,유의적 결정사항,이해의 주요 요소	정보의 원천,통제의 설계,중요왜곡표시위험	3편;2장;위험평가절차와 관련활동;위험평가절차의 마무리;문서화	TRUE	CONFIRMED
p03-c02-016	STANDARD		3	2	3	1	1		1	재무제표 수준과 경영진주장 수준에서 가능한 감사접근방법	1) 실증절차만 수행: 재무제표 수준 가능, 경영진주장 수준 가능\n2) 통제테스트만 수행: 재무제표 수준 불가, 경영진주장 수준 가능\n3) 통제테스트+실증절차 수행: 재무제표 수준 가능, 경영진주장 수준 가능	4		감사접근방법,재무제표 수준,경영진주장 수준,실증절차	통제테스트	3편;2장;평가된 위험에 대한 대응과 계획수립;감사접근방법	TRUE	NEEDS_CHECK
p03-c02-017	STANDARD		3	2	3	1	2	1	1	재무제표 수준의 중요왜곡표시위험에 대한 대응절차	① 보다 경험이 풍부하거나 특수한 기술을 보유한 인력을 배정하거나 전문가를 활용함\n② 전반감사전략이나 계획된 감사절차(= 감사계획)의 변경\n③ 수행될 추가감사절차를 선택할 때 예측이 불가능한 요소를 추가로 반영함\n④ 업무팀이 전문가적 의구심을 유지할 필요성을 강조함\n⑤ 업무팀원들에 대한 지시와 감독과 수행한 업무에 대한 검토의 성격, 범위 및 시기를 변경함	3		재무제표 수준,중요왜곡표시위험,인력 배정,전문가 활용	감사계획 변경,예측불가능한 요소,전문가적 의구심	3편;2장;평가된 위험에 대한 대응과 계획수립;재무제표 수준 대응절차	TRUE	CONFIRMED
p03-c02-018	STANDARD		3	2	3	1	2	1	2	통제환경의 효과성에 따른 재무제표 수준의 대응	통제환경이 효과적인 경우(통제위험이 낮음): 일부 실증절차를 당기중에 수행할 수 있음(= 시기). 기업의 내부통제와 기업 내부에서 생성된 감사증거를 보다 신뢰할 수 있으므로.\n통제환경이 효과적이지 않은 경우(통제위험이 높음): ① 실증절차를 통해 성격보다 확대된 감사증거를 입수함(= 범위) ② 기중보다 보고기간말에 더 많은 감사절차를 수행함(= 시기) ③ 감사범위에 포함되는 사업장의 수를 확대함(= 범위)	5		통제환경,통제위험,실증절차	당기중 수행,보고기간말,감사범위	3편;2장;평가된 위험에 대한 대응과 계획수립;재무제표 수준 대응절차	TRUE	NEEDS_CHECK
p03-c02-019	STANDARD		3	2	3	1	2	2	1	감사절차의 성격, 시기 및 범위의 개념	감사절차의 성격: 감사절차의 목적 - 통제테스트 또는 실증절차 / 감사절차의 유형 - 7가지의 감사기술\n감사절차의 시기: 감사절차가 언제(해당 기간이나 일자) 수행되는지\n감사절차의 범위: 수행할 업무의 양(표본규모, 통제활동의 관찰 빈도 등)	4		감사절차의 성격,감사절차의 시기,감사절차의 범위,통제테스트	실증절차,표본규모	3편;2장;평가된 위험에 대한 대응과 계획수립;경영진주장 수준 대응절차	TRUE	NEEDS_CHECK
